date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2005-04-04,10.96,11.0,10.61,10.96,1.56571272,890400,0.0,1.0
2005-04-01,10.9,11.0,10.75,10.83,1.54714131,1453600,0.0,1.0
2005-03-31,10.26,10.85,10.25,10.85,1.54999845,1952200,0.0,1.0
2005-03-30,10.13,10.31,9.9,10.25,1.46428425,805800,0.0,1.0
2005-03-29,9.83,10.37,9.75,10.1,1.4428557,1451100,0.0,1.0
2005-03-28,9.65,9.93,9.5,9.78,1.39714146,1787900,0.0,1.0
2005-03-24,9.11,9.22,8.91,9.03,1.28999871,968000,0.0,1.0
2005-03-23,9.1,9.25,9.05,9.19,1.31285583,837500,0.0,1.0
2005-03-22,9.35,9.39,9.15,9.15,1.30714155,613900,0.0,1.0
2005-03-21,9.25,9.5,9.16,9.31,1.32999867,884900,0.0,1.0
2005-03-18,9.25,9.25,9.15,9.2,1.3142844,997600,0.0,1.0
2005-03-17,9.22,9.24,9.15,9.2,1.3142844,650700,0.0,1.0
2005-03-16,9.11,9.32,9.1,9.17,1.30999869,1037200,0.0,1.0
2005-03-15,9.47,9.62,9.12,9.2,1.3142844,1505100,0.0,1.0
2005-03-14,9.42,9.75,9.4,9.5,1.3571415,884400,0.0,1.0
2005-03-11,9.99,9.999,9.37,9.43,1.34714151,1364300,0.0,1.0
2005-03-10,9.97,10.099,9.86,9.89,1.41285573,736200,0.0,1.0
2005-03-09,10.1,10.24,9.72,10.01,1.42999857,1388800,0.0,1.0
2005-03-08,10.58,10.62,10.06,10.12,1.44571284,1096900,0.0,1.0
2005-03-07,10.69,10.82,10.5,10.59,1.51285563,605500,0.0,1.0
2005-03-04,10.6,10.81,10.5,10.7,1.5285699,785700,0.0,1.0
2005-03-03,10.69,10.89,10.5,10.56,1.50856992,1047400,0.0,1.0
2005-03-02,10.8,11.05,10.6,10.68,1.52571276,2058800,0.0,1.0
2005-03-01,10.7,10.95,10.61,10.79,1.54142703,636000,0.0,1.0
2005-02-28,11.08,11.1,10.5,10.7,1.5285699,944000,0.0,1.0
2005-02-25,10.69,11.08,10.65,10.99,1.56999843,4209900,0.0,1.0
2005-02-24,10.15,10.47,10.01,10.4,1.4857128,758800,0.0,1.0
2005-02-23,10.27,10.38,10.11,10.19,1.45571283,636800,0.0,1.0
2005-02-22,10.6,10.75,10.15,10.21,1.45856997,927700,0.0,1.0
2005-02-18,10.5,10.75,10.43,10.67,1.52428419,1347600,0.0,1.0
2005-02-17,11.08,11.08,10.44,10.5,1.4999985,1278200,0.0,1.0
2005-02-16,11.17,11.24,10.86,10.95,1.56428415,800700,0.0,1.0
2005-02-15,11.25,11.5,11.09,11.25,1.60714125,1130000,0.0,1.0
2005-02-14,11.14,11.35,11.11,11.16,1.59428412,639000,0.0,1.0
2005-02-11,11.33,11.39,11.08,11.15,1.59285555,1177400,0.0,1.0
2005-02-10,11.44,11.6,11.25,11.33,1.61856981,902000,0.0,1.0
2005-02-09,11.55,11.62,11.14,11.47,1.63856979,779100,0.0,1.0
2005-02-08,11.51,11.76,11.41,11.5,1.6428555,934400,0.0,1.0
2005-02-07,11.93,12.09,11.53,11.53,1.64714121,1079500,0.0,1.0
2005-02-04,11.94,12.2,11.72,12.02,1.71714114,1024400,0.0,1.0
2005-02-03,11.35,11.99,11.34,11.9,1.6999983,2659000,0.0,1.0
2005-02-02,11.42,11.55,11.2,11.22,1.60285554,680000,0.0,1.0
2005-02-01,11.42,11.65,11.39,11.48,1.63999836,677700,0.0,1.0
2005-01-31,11.34,11.58,11.25,11.5,1.6428555,897000,0.0,1.0
2005-01-28,11.22,11.7,11.13,11.44,1.63428408,1337500,0.0,1.0
2005-01-27,10.97,11.41,10.91,11.21,1.60142697,987800,0.0,1.0
2005-01-26,11.1,11.49,10.77,11.03,1.57571271,2634600,0.0,1.0
2005-01-25,12.681,13.12,11.29,11.33,1.61856981,9550200,0.0,1.0
2005-01-24,11.01,11.36,10.84,11.14,1.59142698,3101700,0.0,1.0
2005-01-21,11.01,11.24,10.99,11.04,1.57714128,633600,0.0,1.0
2005-01-20,11.12,11.231,10.92,11.09,1.58428413,1093400,0.0,1.0
2005-01-19,11.36,11.36,10.92,11.07,1.58142699,1750200,0.0,1.0
2005-01-18,11.44,11.47,10.94,11.3,1.6142841,1483800,0.0,1.0
2005-01-14,11.14,11.44,10.78,11.33,1.61856981,2071800,0.0,1.0
2005-01-13,10.95,11.05,10.74,10.86,1.55142702,1369400,0.0,1.0
2005-01-12,11.19,11.3,10.53,10.75,1.53571275,1778000,0.0,1.0
2005-01-11,11.4,11.44,11.01,11.01,1.57285557,1120300,0.0,1.0
2005-01-10,11.1,11.74,11.1,11.27,1.60999839,1419200,0.0,1.0
2005-01-07,11.11,11.55,11.0,11.12,1.58856984,1070100,0.0,1.0
2005-01-06,11.2,11.37,11.01,11.05,1.57856985,1181900,0.0,1.0
2005-01-05,11.74,11.74,11.09,11.2,1.5999984,1818900,0.0,1.0
2005-01-04,11.92,11.95,11.25,11.66,1.66571262,2478900,0.0,1.0
2005-01-03,12.48,12.6,11.52,11.92,1.70285544,1619200,0.0,1.0
2004-12-31,12.81,12.81,12.23,12.33,1.76142681,1404400,0.0,1.0
2004-12-30,12.71,13.0,12.49,12.68,1.81142676,1489100,0.0,1.0
2004-12-29,12.5,12.75,12.18,12.63,1.80428391,2314500,0.0,1.0
2004-12-28,11.62,12.25,11.47,12.1,1.7285697,2146000,0.0,1.0
2004-12-27,11.85,11.9,11.54,11.6,1.6571412,1052800,0.0,1.0
2004-12-23,11.82,11.85,11.12,11.53,1.64714121,3940500,0.0,1.0
2004-12-22,11.78,12.0,11.41,11.7,1.6714269,5745700,0.0,1.0
2004-12-21,13.03,13.03,12.48,12.6,1.7999982,1520100,0.0,1.0
2004-12-20,13.289,13.49,12.67,12.7,1.8142839,1692900,0.0,1.0
2004-12-17,13.46,13.6,12.75,12.98,1.85428386,2480800,0.0,1.0
2004-12-16,13.3,13.82,12.7,13.36,1.90856952,3286800,0.0,1.0
2004-12-15,12.99,13.53,12.65,12.815,1.830712455,3508700,0.0,1.0
2004-12-14,12.7,12.82,12.3,12.6,1.7999982,2959000,0.0,1.0
2004-12-13,12.02,12.93,11.96,12.78,1.82571246,3631200,0.0,1.0
2004-12-10,12.05,12.09,11.7,11.74,1.67714118,1209600,0.0,1.0
2004-12-09,11.29,11.82,11.22,11.73,1.67571261,2257600,0.0,1.0
2004-12-08,11.93,12.15,11.3,11.31,1.61571267,1815600,0.0,1.0
2004-12-07,11.2,12.15,11.2,11.67,1.66714119,4446600,0.0,1.0
2004-12-06,11.3,11.41,11.15,11.2,1.5999984,1091000,0.0,1.0
2004-12-03,11.35,11.45,11.2,11.3,1.6142841,1332600,0.0,1.0
2004-12-02,11.16,11.43,11.14,11.35,1.62142695,1535400,0.0,1.0
2004-12-01,11.35,11.52,11.05,11.25,1.60714125,2351000,0.0,1.0
2004-11-30,11.51,11.6,11.06,11.38,1.62571266,1137800,0.0,1.0
2004-11-29,11.4,11.72,11.3,11.42,1.63142694,1536000,0.0,1.0
2004-11-26,11.44,11.48,11.25,11.35,1.62142695,625400,0.0,1.0
2004-11-24,10.92,11.48,10.68,11.36,1.62285552,1699100,0.0,1.0
2004-11-23,11.32,11.4,10.91,10.95,1.56428415,1578600,0.0,1.0
2004-11-22,11.1,11.49,11.1,11.31,1.61571267,1571100,0.0,1.0
2004-11-19,11.81,11.89,11.21,11.25,1.60714125,2970500,0.0,1.0
2004-11-18,11.8,12.28,11.52,11.92,1.70285544,11458400,0.0,1.0
2004-11-17,10.57,11.0,10.33,10.46,1.49428422,2893900,0.0,1.0
2004-11-16,10.65,10.87,10.33,10.82,1.54571274,2404500,0.0,1.0
2004-11-15,11.08,11.24,10.8,11.23,1.60428411,2090700,0.0,1.0
2004-11-12,10.729,11.2,10.68,10.86,1.55142702,1529800,0.0,1.0
2004-11-11,10.48,10.78,10.45,10.75,1.53571275,1584400,0.0,1.0
2004-11-10,10.7,10.73,10.33,10.38,1.48285566,1404700,0.0,1.0
2004-11-09,10.83,10.93,10.5,10.66,1.52285562,1623100,0.0,1.0
2004-11-08,11.21,11.23,10.75,10.86,1.55142702,2405100,0.0,1.0
2004-11-05,10.799,11.4,10.61,10.92,1.55999844,3580200,0.0,1.0
2004-11-04,10.25,10.75,10.25,10.57,1.50999849,3005300,0.0,1.0
2004-11-03,10.18,10.54,10.08,10.12,1.44571284,5035600,0.0,1.0
2004-11-02,9.38,10.34,9.38,9.91,1.41571287,5772300,0.0,1.0
2004-11-01,9.475,9.6,9.35,9.43,1.34714151,1881300,0.0,1.0
2004-10-29,9.55,9.7,9.4,9.47,1.35285579,2213300,0.0,1.0
2004-10-28,9.85,9.86,9.5,9.59,1.36999863,1468300,0.0,1.0
2004-10-27,9.33,9.84,9.25,9.68,1.38285576,3645300,0.0,1.0
2004-10-26,9.94,9.94,9.55,9.61,1.37285577,2387300,0.0,1.0
2004-10-25,9.89,10.15,9.73,9.99,1.42714143,3120000,0.0,1.0
2004-10-22,10.1,10.15,9.72,9.8,1.3999986,2862100,0.0,1.0
2004-10-21,10.29,10.35,9.97,10.07,1.43856999,2891400,0.0,1.0
2004-10-20,9.99,10.3,9.95,10.1,1.4428557,3084300,0.0,1.0
2004-10-19,9.99,10.09,9.67,9.93,1.41857001,7863200,0.0,1.0
2004-10-18,10.6,10.66,9.85,9.87,1.40999859,12295000,0.0,1.0
2004-10-15,10.02,11.49,9.96,10.3,1.4714271,46202000,0.0,1.0
2004-10-14,17.44,17.7,17.0,17.43,2.48999751,3202100,0.0,1.0
2004-10-13,17.7,17.72,17.15,17.35,2.47856895,2059800,0.0,1.0
2004-10-12,17.91,17.97,17.1,17.28,2.46856896,2765600,0.0,1.0
2004-10-11,16.83,17.45,16.59,17.43,2.48999751,1700100,0.0,1.0
2004-10-08,17.3,17.72,16.75,16.76,2.39428332,2183200,0.0,1.0
2004-10-07,17.82,18.15,17.4,17.54,2.50571178,1998100,0.0,1.0
2004-10-06,17.47,18.25,17.39,17.95,2.56428315,3822500,0.0,1.0
2004-10-05,19.29,19.6,17.9,18.05,2.57856885,19655000,0.0,1.0
2004-10-04,17.19,17.78,16.85,17.25,2.46428325,4561300,0.0,1.0
2004-10-01,17.4,17.61,15.91,16.33,2.33285481,7150200,0.0,1.0
2004-09-30,16.24,16.24,14.93,15.42,2.20285494,2904200,0.0,1.0
2004-09-29,16.09,16.7,15.74,16.38,2.33999766,1451200,0.0,1.0
2004-09-28,16.28,16.55,15.92,16.39,2.34142623,1110800,0.0,1.0
2004-09-27,16.49,16.6,16.05,16.34,2.33428338,1046800,0.0,1.0
2004-09-24,16.98,17.15,16.6,16.65,2.37856905,2001800,0.0,1.0
2004-09-23,16.87,17.21,16.5,16.8,2.3999976,751800,0.0,1.0
2004-09-22,17.64,17.71,16.66,16.85,2.40714045,1225400,0.0,1.0
2004-09-21,18.02,18.1,17.33,17.51,2.50142607,1342400,0.0,1.0
2004-09-20,17.3,18.0,16.92,17.76,2.53714032,2385600,0.0,1.0
2004-09-17,17.189,17.55,16.75,16.99,2.42714043,1983200,0.0,1.0
2004-09-16,16.16,17.75,15.99,17.09,2.44142613,3518400,0.0,1.0
2004-09-15,16.39,16.78,15.8,15.9,2.2714263,1866200,0.0,1.0
2004-09-14,16.05,16.35,15.5,16.32,2.33142624,1713000,0.0,1.0
2004-09-13,15.1,15.95,15.07,15.82,2.25999774,1728300,0.0,1.0
2004-09-10,15.15,15.42,14.77,14.94,2.13428358,1524900,0.0,1.0
2004-09-09,15.1,15.44,15.0,15.08,2.15428356,938300,0.0,1.0
2004-09-08,15.55,15.64,14.87,15.07,2.15285499,2044000,0.0,1.0
2004-09-07,16.76,17.18,15.16,15.41,2.20142637,13269300,0.0,1.0
2004-09-03,14.89,15.0,14.2,14.36,2.05142652,2061900,0.0,1.0
2004-09-02,14.1,15.1,13.88,14.85,2.12142645,2193900,0.0,1.0
2004-09-01,14.01,14.52,13.9,14.27,2.03856939,1777600,0.0,1.0
2004-08-31,14.39,14.6,13.85,13.95,1.99285515,1401000,0.0,1.0
2004-08-30,15.1,15.1,14.05,14.45,2.06428365,1211900,0.0,1.0
2004-08-27,15.37,15.37,15.06,15.15,2.16428355,356800,0.0,1.0
2004-08-26,15.6,15.69,14.78,15.24,2.17714068,967000,0.0,1.0
2004-08-25,15.55,15.95,15.26,15.67,2.23856919,1074800,0.0,1.0
2004-08-24,15.93,16.12,15.25,15.46,2.20856922,1031500,0.0,1.0
2004-08-23,16.17,16.25,15.65,15.91,2.27285487,850200,0.0,1.0
2004-08-20,15.85,16.0,15.55,15.84,2.26285488,1093200,0.0,1.0
2004-08-19,15.92,16.15,15.4,15.85,2.26428345,852800,0.0,1.0
2004-08-18,15.69,15.95,15.35,15.74,2.24856918,1645100,0.0,1.0
2004-08-17,15.71,16.65,15.48,15.57,2.22428349,1383900,0.0,1.0
2004-08-16,14.88,15.58,14.71,15.38,2.19714066,1147900,0.0,1.0
2004-08-13,15.3,15.45,14.66,14.98,2.13999786,2183600,0.0,1.0
2004-08-12,15.89,15.99,15.3,15.38,2.19714066,1992800,0.0,1.0
2004-08-11,16.34,16.84,15.86,16.11,2.30142627,2694800,0.0,1.0
2004-08-10,16.73,17.59,16.42,17.14,2.44856898,2616700,0.0,1.0
2004-08-09,16.63,17.18,15.57,16.42,2.34571194,3129100,0.0,1.0
2004-08-06,16.63,17.25,15.26,16.91,2.41571187,5128100,0.0,1.0
2004-08-05,17.58,18.03,16.94,17.1,2.4428547,3012600,0.0,1.0
2004-08-04,19.02,19.11,17.03,17.53,2.50428321,5284000,0.0,1.0
2004-08-03,20.25,20.27,19.25,19.25,2.74999725,1030300,0.0,1.0
2004-08-02,19.84,20.4,19.57,20.16,2.87999712,1431800,0.0,1.0
2004-07-30,20.09,20.7,20.07,20.5,2.9285685,721900,0.0,1.0
2004-07-29,20.44,20.7,19.76,20.3,2.8999971,1055000,0.0,1.0
2004-07-28,20.53,20.54,19.26,20.23,2.88999711,1567100,0.0,1.0
2004-07-27,19.2,20.49,19.14,20.36,2.90856852,2043900,0.0,1.0
2004-07-26,20.17,20.23,18.5,19.06,2.72285442,2779600,0.0,1.0
2004-07-23,20.14,20.5,19.85,20.27,2.89571139,2085300,0.0,1.0
2004-07-22,19.73,20.57,19.61,20.24,2.89142568,2531200,0.0,1.0
2004-07-21,21.4,21.5,19.92,20.0,2.85714,2633700,0.0,1.0
2004-07-20,20.71,22.19,20.2,21.56,3.07999692,5227200,0.0,1.0
2004-07-19,21.899,22.12,19.91,20.17,2.88142569,12004000,0.0,1.0
2004-07-16,26.85,27.1,22.86,23.02,3.28856814,26262300,0.0,1.0
2004-07-15,32.25,32.95,31.73,32.0,4.571424,4492600,0.0,1.0
2004-07-14,31.71,32.89,30.5,32.06,4.57999542,1360700,0.0,1.0
2004-07-13,32.73,33.33,31.76,31.84,4.54856688,1501200,0.0,1.0
2004-07-12,33.33,33.44,32.01,32.58,4.65428106,1032700,0.0,1.0
2004-07-09,32.34,33.43,32.3,33.43,4.77570951,947800,0.0,1.0
2004-07-08,32.49,33.4,31.77,31.91,4.55856687,2164600,0.0,1.0
2004-07-07,33.6,34.87,32.75,33.35,4.76428095,1894700,0.0,1.0
2004-07-06,31.58,33.95,31.42,33.52,4.78856664,2247500,0.0,1.0
2004-07-02,34.7,34.79,31.9,32.31,4.61570967,4800500,0.0,1.0
2004-07-01,35.7,36.07,35.39,35.95,5.13570915,3296600,0.0,1.0
2004-06-30,35.499,36.57,34.86,36.0,5.142852,4215900,0.0,1.0
2004-06-29,34.85,35.26,34.06,34.18,4.88285226,2175100,0.0,1.0
2004-06-28,32.04,35.0,32.02,34.0,4.857138,4324800,0.0,1.0
2004-06-25,31.27,35.09,31.15,31.99,4.56999543,2250900,0.0,1.0
2004-06-24,31.25,31.9,31.05,31.09,4.44142413,2644900,0.0,1.0
2004-06-23,28.88,30.81,28.88,30.69,4.38428133,2383000,0.0,1.0
2004-06-22,29.25,29.25,28.35,28.99,4.14142443,1679300,0.0,1.0
2004-06-21,29.55,29.68,28.75,28.92,4.13142444,1137000,0.0,1.0
2004-06-18,29.89,30.18,29.36,29.55,4.22142435,1122600,0.0,1.0
2004-06-17,30.27,30.29,29.58,29.82,4.25999574,1180600,0.0,1.0
2004-06-16,29.7,31.23,29.7,30.24,4.31999568,1279700,0.0,1.0
2004-06-15,29.76,30.5,29.58,29.73,4.24713861,1028600,0.0,1.0
2004-06-14,30.49,30.5,28.56,29.55,4.22142435,2307500,0.0,1.0
2004-06-10,31.4,31.65,30.8,31.19,4.45570983,556300,0.0,1.0
2004-06-09,31.61,31.62,30.58,31.3,4.4714241,2161500,0.0,1.0
2004-06-08,31.99,32.45,31.87,32.01,4.57285257,522500,0.0,1.0
2004-06-07,31.72,32.27,31.52,32.1,4.5857097,1159000,0.0,1.0
2004-06-04,31.38,31.85,31.21,31.4,4.4857098,675000,0.0,1.0
2004-06-03,32.4,32.41,30.96,31.15,4.44999555,1325500,0.0,1.0
2004-06-02,32.9,32.94,32.25,32.47,4.63856679,986400,0.0,1.0
2004-06-01,32.29,33.0,31.98,32.6,4.6571382,1855000,0.0,1.0
2004-05-28,32.97,33.2,32.33,32.92,4.70285244,1158700,0.0,1.0
2004-05-27,33.26,33.27,32.55,33.2,4.7428524,1693200,0.0,1.0
2004-05-26,31.87,32.58,31.85,32.54,4.64856678,986800,0.0,1.0
2004-05-25,31.9,32.25,31.3,32.1,4.5857097,1625400,0.0,1.0
2004-05-24,31.26,31.95,31.1,31.95,4.56428115,1143600,0.0,1.0
2004-05-21,30.97,31.36,30.56,31.26,4.46570982,1128000,0.0,1.0
2004-05-20,31.5,31.7,30.5,30.94,4.41999558,1251900,0.0,1.0
2004-05-19,31.59,32.7,31.0,31.35,4.47856695,1966000,0.0,1.0
2004-05-18,31.01,31.3,29.82,31.0,4.428567,2212900,0.0,1.0
2004-05-17,29.74,30.69,29.37,30.5,4.3571385,1760700,0.0,1.0
2004-05-14,30.84,31.24,29.82,30.74,4.39142418,2148600,0.0,1.0
2004-05-13,29.64,30.74,29.45,30.69,4.38428133,2021900,0.0,1.0
2004-05-12,29.4,29.69,28.23,29.51,4.21571007,2403100,0.0,1.0
2004-05-11,28.48,29.56,28.41,29.4,4.1999958,3418200,0.0,1.0
2004-05-10,26.45,27.41,26.08,26.99,3.85571043,2697500,0.0,1.0
2004-05-07,27.7,28.4,27.3,27.34,3.90571038,1689700,0.0,1.0
2004-05-06,28.48,28.75,27.3,28.21,4.02999597,2031100,0.0,1.0
2004-05-05,27.15,28.95,26.95,28.79,4.11285303,3219000,0.0,1.0
2004-05-04,26.64,27.91,26.02,26.97,3.85285329,3059700,0.0,1.0
2004-05-03,25.3,27.0,25.29,26.9,3.8428533,3157100,0.0,1.0
2004-04-30,26.32,26.51,25.17,25.36,3.62285352,2842200,0.0,1.0
2004-04-29,27.22,27.64,25.85,26.05,3.72142485,3212000,0.0,1.0
2004-04-28,27.95,28.67,27.33,27.679,3.954138903,2028700,0.0,1.0
2004-04-27,28.8,29.0,27.7,28.04,4.00571028,1682400,0.0,1.0
2004-04-26,29.52,29.99,28.56,28.61,4.08713877,1511800,0.0,1.0
2004-04-23,30.1,30.22,29.05,29.61,4.22999577,1151200,0.0,1.0
2004-04-22,28.9,30.36,28.71,29.78,4.25428146,2023800,0.0,1.0
2004-04-21,29.33,29.72,28.18,29.01,4.14428157,3036900,0.0,1.0
2004-04-20,30.96,31.19,28.98,29.1,4.1571387,2742300,0.0,1.0
2004-04-19,29.801,30.98,27.02,30.65,4.37856705,8409000,0.0,1.0
2004-04-16,32.571,32.84,29.22,30.75,4.39285275,14903100,0.0,1.0
2004-04-15,36.6,37.91,35.82,37.02,5.28856614,4400000,0.0,1.0
2004-04-14,36.0,36.55,35.8,36.5,5.2142805,1477400,0.0,1.0
2004-04-13,38.03,38.34,36.07,36.59,5.22713763,2200300,0.0,1.0
2004-04-12,37.95,38.62,37.06,37.71,5.38713747,2085200,0.0,1.0
2004-04-08,36.79,38.14,36.65,37.65,5.37856605,3306300,0.0,1.0
2004-04-07,35.74,36.36,35.0,35.63,5.08999491,1229600,0.0,1.0
2004-04-06,35.51,35.98,35.05,35.6,5.0857092,1404700,0.0,1.0
2004-04-05,35.06,36.44,34.81,35.7,5.0999949,1649600,0.0,1.0
2004-04-02,36.2,36.71,35.12,35.18,5.02570926,2190700,0.0,1.0
2004-04-01,36.1,36.21,33.7,35.36,5.05142352,5509500,0.0,1.0
2004-03-31,34.5,34.95,33.57,34.12,4.87428084,2324900,0.0,1.0
2004-03-30,33.29,34.84,32.8,34.37,4.90999509,4001500,0.0,1.0
2004-03-29,30.73,33.42,30.13,33.39,4.76999523,6419900,0.0,1.0
2004-03-26,29.7,29.75,28.86,28.97,4.13856729,1587000,0.0,1.0
2004-03-25,28.58,29.92,28.403,29.6,4.2285672,1580900,0.0,1.0
2004-03-24,28.5,29.0,27.7,28.33,4.04713881,1294400,0.0,1.0
2004-03-23,29.87,30.22,27.67,28.5,4.0714245,3220400,0.0,1.0
2004-03-22,30.05,30.35,29.2,29.25,4.17856725,1563400,0.0,1.0
2004-03-19,31.1,31.51,30.6,30.73,4.38999561,1422100,0.0,1.0
2004-03-18,30.43,31.33,30.17,30.9,4.4142813,1551200,0.0,1.0
2004-03-17,29.45,30.89,29.31,30.52,4.35999564,2482400,0.0,1.0
2004-03-16,29.6,30.19,28.56,29.05,4.14999585,3242500,0.0,1.0
2004-03-15,30.33,30.67,29.45,29.55,4.22142435,1964000,0.0,1.0
2004-03-12,30.4,30.84,30.05,30.77,4.39570989,2035100,0.0,1.0
2004-03-11,30.44,31.5,29.34,30.02,4.28856714,4589500,0.0,1.0
2004-03-10,31.04,31.84,30.52,30.61,4.37285277,1961900,0.0,1.0
2004-03-09,32.04,32.15,30.9,31.15,4.44999555,2533100,0.0,1.0
2004-03-08,33.1,33.6,31.8,31.98,4.56856686,1936300,0.0,1.0
2004-03-05,32.58,34.1,32.33,33.27,4.75285239,2765400,0.0,1.0
2004-03-04,33.13,33.24,32.51,32.68,4.66856676,2431900,0.0,1.0
2004-03-03,34.44,34.6,33.01,33.02,4.71713814,2987200,0.0,1.0
2004-03-02,34.75,35.15,34.4,34.46,4.92285222,2256700,0.0,1.0
2004-03-01,34.35,35.46,34.22,34.75,4.96428075,3484400,0.0,1.0
2004-02-27,33.99,34.97,33.02,34.4,4.9142808,4998600,0.0,1.0
2004-02-26,30.95,34.12,30.63,33.6,4.7999952,7368900,0.0,1.0
2004-02-25,31.08,31.51,30.57,31.11,4.44428127,3890400,0.0,1.0
2004-02-24,31.55,32.14,30.26,31.2,4.4571384,14167800,0.0,1.0
2004-02-23,33.9,35.85,33.8,35.02,5.00285214,6035600,0.0,1.0
2004-02-20,33.8,35.38,32.55,35.38,5.05428066,5517900,0.0,1.0
2004-02-19,35.68,36.0,33.85,34.15,4.87856655,2565000,0.0,1.0
2004-02-18,35.48,36.1,34.82,35.24,5.03428068,2081900,0.0,1.0
2004-02-17,36.1,36.2,34.51,35.28,5.03999496,3139700,0.0,1.0
2004-02-13,37.59,38.12,35.45,35.54,5.07713778,4264000,0.0,1.0
2004-02-12,36.37,37.87,35.26,37.3,5.3285661,2832250,0.0,2.0
2004-02-11,72.31,75.1,70.04,71.96,5.13999486,4075800,0.0,1.0
2004-02-10,77.45,77.45,72.03,72.8,5.1999948,4587200,0.0,1.0
2004-02-09,77.25,78.95,76.454,76.56,5.46856596,2166600,0.0,1.0
2004-02-06,73.3,76.8,72.47,76.63,5.473565955,2254200,0.0,1.0
2004-02-05,69.45,73.57,69.29,73.16,5.22570906,2374900,0.0,1.0
2004-02-04,71.25,72.09,69.4,69.65,4.974995025,1954100,0.0,1.0
2004-02-03,72.58,73.73,70.09,71.9,5.13570915,2410300,0.0,1.0
2004-02-02,74.2,75.36,72.2,72.73,5.194994805,2288200,0.0,1.0
2004-01-30,70.47,74.67,70.19,73.41,5.243566185,2546000,0.0,1.0
2004-01-29,72.9,73.03,68.69,70.75,5.053566375,4028100,0.0,1.0
2004-01-28,75.12,76.38,70.75,71.9,5.13570915,3543700,0.0,1.0
2004-01-27,76.0,79.54,74.91,75.186,5.370423201,4786600,0.0,1.0
2004-01-26,76.5,77.08,75.25,76.26,5.44713741,2236200,0.0,1.0
2004-01-23,77.5,78.75,75.06,77.5,5.53570875,3899500,0.0,1.0
2004-01-22,75.811,79.2,73.22,77.66,5.54713731,11873900,0.0,1.0
2004-01-21,68.02,68.35,65.63,65.8,4.6999953,2922500,0.0,1.0
2004-01-20,65.85,69.21,65.18,67.75,4.839280875,2923200,0.0,1.0
2004-01-16,64.95,65.56,64.31,65.56,4.68285246,1719700,0.0,1.0
2004-01-15,64.92,65.46,63.5,64.79,4.627852515,1143800,0.0,1.0
2004-01-14,64.966,66.15,64.2,65.1,4.64999535,1647900,0.0,1.0
2004-01-13,64.38,65.52,63.38,65.31,4.664995335,2354500,0.0,1.0
2004-01-12,62.24,64.6,61.13,64.05,4.574995425,1918400,0.0,1.0
2004-01-09,60.72,64.1,60.42,62.0,4.428567,2359300,0.0,1.0
2004-01-08,63.55,63.9,60.079,62.06,4.43285271,2655600,0.0,1.0
2004-01-07,60.3,62.58,59.49,62.24,4.44570984,4888000,0.0,1.0
2004-01-06,55.25,60.75,55.12,59.61,4.257852885,3759500,0.0,1.0
2004-01-05,54.5,56.86,54.25,55.9,3.99285315,1800500,0.0,1.0
2004-01-02,57.5,57.79,53.79,54.83,3.916424655,3587900,0.0,1.0
2003-12-31,56.64,57.28,54.33,54.69,3.906424665,1200100,0.0,1.0
2003-12-30,58.33,58.33,56.36,56.79,4.056424515,1112400,0.0,1.0
2003-12-29,58.51,59.23,58.06,58.31,4.164995835,1162100,0.0,1.0
2003-12-26,56.9,58.98,56.7,58.2,4.1571387,849100,0.0,1.0
2003-12-24,55.11,58.47,54.85,56.98,4.06999593,1966100,0.0,1.0
2003-12-23,51.99,55.44,50.9,54.87,3.919281795,2074500,0.0,1.0
2003-12-22,50.8,52.25,50.55,51.97,3.712139145,1351800,0.0,1.0
2003-12-19,51.19,51.79,50.35,51.07,3.647853495,1297800,0.0,1.0
2003-12-18,50.28,51.8,49.75,51.169,3.6549249165,3161200,0.0,1.0
2003-12-17,44.51,50.68,43.05,50.49,3.606424965,4601100,0.0,1.0
2003-12-16,44.97,45.39,43.69,44.8,3.1999968,1381400,0.0,1.0
2003-12-15,48.4,48.75,44.96,45.32,3.23713962,1020700,0.0,1.0
2003-12-12,47.9,47.92,46.23,46.81,3.343568085,836000,0.0,1.0
2003-12-11,45.03,47.46,45.0,47.44,3.38856804,1290000,0.0,1.0
2003-12-10,45.24,47.3,44.4,45.05,3.217853925,1834600,0.0,1.0
2003-12-09,47.59,47.85,45.31,45.44,3.24571104,1048700,0.0,1.0
2003-12-08,47.25,48.47,45.59,47.21,3.372139485,1439800,0.0,1.0
2003-12-05,47.65,48.48,46.69,47.47,3.390710895,897700,0.0,1.0
2003-12-04,49.99,50.65,46.66,48.04,3.43142514,2059000,0.0,1.0
2003-12-03,51.45,52.26,49.55,49.77,3.554996445,1310700,0.0,1.0
2003-12-02,50.45,51.82,50.0,50.9,3.63571065,1130300,0.0,1.0
2003-12-01,49.42,51.0,49.19,50.7,3.62142495,1298000,0.0,1.0
2003-11-28,48.33,49.11,48.0,49.0,3.4999965,364900,0.0,1.0
2003-11-26,48.26,49.35,47.67,48.31,3.450710835,1002800,0.0,1.0
2003-11-25,47.15,48.9,46.96,48.01,3.429282285,1209100,0.0,1.0
2003-11-24,45.41,47.0,45.41,46.8,3.3428538,999100,0.0,1.0
